PY Sentence Range,Candidate Rank,Match Tier,Match Score,IDF Cosine,Shared Distinct Words,Shared Words,Dd Paragraph Preview,PY Paragraph Preview
s2332-s2335,3,medium,0.1298,0.0822,3,"dahišn, druz, dām",2.11: čiyōn paristišn ān ī dādār ī xwābar kē dōst ō xwēš dām kōxšišn ān ī abāg Druz ī kōxšīdār kē dušmen ō dahišn ī dādār [K35_107r],caby_ch46_st6: frāzgōwišnīh zardušt passoxgōwišnīh ohrmazd kē ān ī mad ēstēd nē ō mard kē pad xwāyišn āyēd kū pad kār ud kirbag āyēd dahēd druz ī ān dām kū dāmīh ī druz kunēd ā =š āsamīhēd kū =š bīm wimāyīhēd u =š zanīhēd čē ān ī druwand kē ō druwandān pahlomīh ud ān ahlaw kē ō ahlawān franā...
s1545-s1549,4,medium,0.113,0.0598,3,"dahišn, druz, xwēš",2.11: čiyōn paristišn ān ī dādār ī xwābar kē dōst ō xwēš dām kōxšišn ān ī abāg Druz ī kōxšīdār kē dušmen ō dahišn ī dādār [K35_107r],caby_ch31_st4: pahikārišn frāzgōwišnīh ka pad ān dahišn pad tan ī pasēn ašawahišt xwandār hānd ud ohrmazd =iz kū =m wehīh ēdōn bawād ī =m ohrmazd ud ašawahišt tuwān bawād xwand ōy =iz ī tarsagāy spandārmad ā =š xwandār hānd pahlomīh xwāyam wahman mizd hōm ud urwarām kōftan ud hāwan škeftan t...
s3485-s3489,5,medium,0.1121,0.0888,2,"dām, xwābar",2.11: čiyōn paristišn ān ī dādār ī xwābar kē dōst ō xwēš dām kōxšišn ān ī abāg Druz ī kōxšīdār kē dušmen ō dahišn ī dādār [K35_107r],caby_ch71_st10: harwisp awēšān ī ohrmazd ī xwābar ī weh dām ī ahlawī yazam kē =š dād was weh [kē] awēšān hēnd yazišnōmand ud niyāyišnōmand az ahlāyīh ī pahlom harwisp =iz gar ī ahlāyīhxwārīh yazam harwisp =iz war ī ohrmazddād yazam harwisp =iz ātaxš yazam harwisp =iz gōwišn arežuxt yazam
s2624-s2628,1,medium,0.1221,0.1228,3,"dahišn, nēk, xwadāy",2.13a: čē ka xwābarān spurrtom purr-abdīhā passāxt ī [D7_102.2 beg.] dahišn ī xwadāy u-š a-ǰumbišn stī pad abar-rasānīh ī Gannāg Mēnōy ǰumbišnīg ud a-wēnišnīg mēnōy a-gumēzišn ō wēnābdāg stī ud wēnišnīg nimūnag mēnōy ī waxšag ruwān andar gētīy rawišnīg tan nēk xwadāy kerd,caby_ch51_st1: frāzgōwišnīh hāzišn ī zardušt ō =m ōy ī weh xwadāy kāmag bahr abarbarišnīh kū bahr ōy kas daham kē xwadāy ī nēk abāyēd pad bēdahišnīh abzōn rāst andarg kunēd kū dahišn rāstīhā bē dahēd ān mard kē xwadāy ī nēk abāyēd kunišn ī ohrmazd pahlom ān amāh nūn =iz ka dēn rawāg be būd w...
s2707-s2709,2,medium,0.1169,0.1158,3,"dahišn, nēk, xwadāy",2.13a: čē ka xwābarān spurrtom purr-abdīhā passāxt ī [D7_102.2 beg.] dahišn ī xwadāy u-š a-ǰumbišn stī pad abar-rasānīh ī Gannāg Mēnōy ǰumbišnīg ud a-wēnišnīg mēnōy a-gumēzišn ō wēnābdāg stī ud wēnišnīg nimūnag mēnōy ī waxšag ruwān andar gētīy rawišnīg tan nēk xwadāy kerd,caby_ch51_st23: brīn hādān yazišn ī pad wohuxšahr gāh sar ō =m ōy ī weh xwadāy kāmag bahr abarbarišnīh kū bahr [ō] ōy kas daham kē xwadāy ī nēk abāyēd pad bēdahišnīh abzōn rāst andarg kunēd kū dahišn rāstīhā bē dahēd ān mard kē xwadāy ī nēk abāyēd kunišn ohrmazd ī pahlom ān amāh nūn =iz ka dē...
s2942,3,medium,0.1109,0.0854,3,"dahišn, passāxt, tan",2.13a: čē ka xwābarān spurrtom purr-abdīhā passāxt ī [D7_102.2 beg.] dahišn ī xwadāy u-š a-ǰumbišn stī pad abar-rasānīh ī Gannāg Mēnōy ǰumbišnīg ud a-wēnišnīg mēnōy a-gumēzišn ō wēnābdāg stī ud wēnišnīg nimūnag mēnōy ī waxšag ruwān andar gētīy rawišnīg tan nēk xwadāy kerd,caby_ch58_st7: niyāyišn ō tō ātaxš ī ohrmazd ī kē pad ān ī mahist kār bē rasē pad passāxt ī pad tan ī pasēn pad ān ī meh ayārīh ud pad ān ī meh rāmišn dahišn ī hordād ud amurdād
s265,4,medium,0.1054,0.1054,2,"ruwān, stī",2.13a: čē ka xwābarān spurrtom purr-abdīhā passāxt ī [D7_102.2 beg.] dahišn ī xwadāy u-š a-ǰumbišn stī pad abar-rasānīh ī Gannāg Mēnōy ǰumbišnīg ud a-wēnišnīg mēnōy a-gumēzišn ō wēnābdāg stī ud wēnišnīg nimūnag mēnōy ī waxšag ruwān andar gētīy rawišnīg tan nēk xwadāy kerd,caby_ch4_st2: awēšān niwēyēnam ī =m guft ohrmazd ud srōšahlī ud amahraspandān ud ān ī ahlawān frawahr ud ān ī ahlawān ruwān ud ātaxš =iz ī ohrmazd ud rad =iz ī buland harwisp =iz ī čēgāmizēw ahlawān stī pad yazišn ud niyāyišn ud šnāyēnīdārīh ud frāzāfrīgānīh
s1187,5,medium,0.1054,0.1054,2,"ruwān, stī",2.13a: čē ka xwābarān spurrtom purr-abdīhā passāxt ī [D7_102.2 beg.] dahišn ī xwadāy u-š a-ǰumbišn stī pad abar-rasānīh ī Gannāg Mēnōy ǰumbišnīg ud a-wēnišnīg mēnōy a-gumēzišn ō wēnābdāg stī ud wēnišnīg nimūnag mēnōy ī waxšag ruwān andar gētīy rawišnīg tan nēk xwadāy kerd,caby_ch24_st4: ud awēšān niwēyēnam ī =m guft ohrmazd ud srōšahlī ud amahraspandān ān ī ahlawān frawahr ud ān ī ahlawān ruwān ud ātaxš =iz ī ohrmazd ud rad =iz ī buland ud harwisp =iz ī čēgāmizēw ahlawān stī pad yazišn ud niyāyišn ud šnāyēnīdārīh ud frāzāfrīgānīh
s3090,4,medium,0.1178,0.083,2,"gōwišn, srōš",2.16b: Srōš mehmānīh ī pad gōwišn az ān ī āgāh ī rāst-guftār ān ī an-āgāh az rāst-dastwarān niyōšīdār būdan,caby_ch60_st7: wānīhād az ēn mān pad srōš asruštīh ud pad āštīh anāštīh ud pad rādīh arādīh ud pad ērmenišnīh tarmenišnīh ud pad ān ī rāst gōwišn ān ī drō gōwišn ud pad ahlāyīh druz kē =iz andar ān [ān] ī amahraspandān yazišn ud niyāyišn ī srōš pad dastwar ān ī weh yazišn ud niyāyišn ī narīh...
s2921,1,medium,0.1205,0.0357,3,"abāyēd, bawēd, nē",2.19: hangerdīgtar [TD4_184] pāsox ēd kū mard ī ašō dām ast kē-š grift ān xwēškārīh ī [D7_106] aw-iš āfurrīhist u-š andar gētīy pad nē frēbīhist ī hāzāngar Druz purr-pās pad wizīdārīh az xrad ān ī dādār kām kē xwad šnāyēnīdār ud šnāxtār ud ān ī wehīh šnāxtag rawāgēnīdār az čē awiš a...,"caby_ch57_st52: agar xšnūman srōš bawēd X sraōšahe , nē abāyēd guftan"
s2069-s2072,2,medium,0.0971,0.0801,4,"mēnōy, nē, wehīh, xrad",2.19: hangerdīgtar [TD4_184] pāsox ēd kū mard ī ašō dām ast kē-š grift ān xwēškārīh ī [D7_106] aw-iš āfurrīhist u-š andar gētīy pad nē frēbīhist ī hāzāngar Druz purr-pās pad wizīdārīh az xrad ān ī dādār kām kē xwad šnāyēnīdār ud šnāxtār ud ān ī wehīh šnāxtag rawāgēnīdār az čē awiš a...,caby_ch43_st6: frāzgōwišnīh zardušt frāzgōwišnīh zardušt pad tō abzōnīg mēnōy wardišn rasēd az wattarīh ō wehīh pad ān ī ohrmazd xwadāyīh andar ān wahman kē pad ān ī ōy kunišn gēhān ī ahlāyīh frāydahišnīh awēšān kē rad hammōzēd pad bowandagmenišnīh sōšiyans kē ēd ī tō xrad pad =iš nē pad tis...
s2756-s2761,3,medium,0.0951,0.0669,7,"bawēd, druz, mard, mēnōy, nē, wehīh, ēdōn",2.19: hangerdīgtar [TD4_184] pāsox ēd kū mard ī ašō dām ast kē-š grift ān xwēškārīh ī [D7_106] aw-iš āfurrīhist u-š andar gētīy pad nē frēbīhist ī hāzāngar Druz purr-pās pad wizīdārīh az xrad ān ī dādār kām kē xwad šnāyēnīdār ud šnāxtār ud ān ī wehīh šnāxtag rawāgēnīdār az čē awiš a...,caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s1086,4,low,0.0932,0.0474,3,"abāyēd, bawēd, xwēškārīh",2.19: hangerdīgtar [TD4_184] pāsox ēd kū mard ī ašō dām ast kē-š grift ān xwēškārīh ī [D7_106] aw-iš āfurrīhist u-š andar gētīy pad nē frēbīhist ī hāzāngar Druz purr-pās pad wizīdārīh az xrad ān ī dādār kām kē xwad šnāyēnīdār ud šnāxtār ud ān ī wehīh šnāxtag rawāgēnīdār az čē awiš a...,caby_ch20_st2: nēkbarišnīh ī harwispīn ahlawān ōh abāyēd būd harwispīn ahlawān bē čāšt bawēd kū nēkīh pad =š kird bawēd kē mardēstišnīh xwēškārīh ī harwispīn ahlawān ōh abāyēd kirdan ō harwispīn ahlawān bē čāšt bawēd kū =š nēkīh pad =š kird bawēd [yat̰] [aṣ̌āi] [yat̰] [aṣ̌əm]
s2457-s2462,5,medium,0.0926,0.0791,4,"bawēd, mard, wehīh, xrad",2.19: hangerdīgtar [TD4_184] pāsox ēd kū mard ī ašō dām ast kē-š grift ān xwēškārīh ī [D7_106] aw-iš āfurrīhist u-š andar gētīy pad nē frēbīhist ī hāzāngar Druz purr-pās pad wizīdārīh az xrad ān ī dādār kām kē xwad šnāyēnīdār ud šnāxtār ud ān ī wehīh šnāxtag rawāgēnīdār az čē awiš a...,caby_ch48_st4: passoxgōwišnīh ohrmazd kē dahēd menišn ohrmazd ō wehīh ud kē =iz ō wattarīh ōy dēn pad kunišn ud gōwišn ud kunišn ī ōh kunēd ud gōwišn ī ōh gōwēd ā =š dēn be bawēd kē ān ōy dōšišn pad nēkīh ā =š kāmag =iz abāg kē kār ud kirbag pad abēbīmīh kunēd pad ēd dārišn kū =š menišnīg ki...
s2444-s2447,3,low,0.0934,0.0861,3,"dēn, nē, rasēd",4.4: ān harw tars ud wišēg [TD4_187] ud duš-xwārīh ī-mān ham Weh-dēn dāšt rāy az hamēstārān ī dēn abar rasēd mihr ī dēn rāy bē gugārēm ud az dēn wardišnīh andar yazdān a-burd-šnōhr nē bawam ēg-imān [D7_110] hāwandīhā spās passazagīhā rasēd ud az yazdān ō ruwān šnāyišn ī urwāhm āsān...,caby_ch48_st1: yezī hād bun frāzgōwišnīh ī zardušt passoxgōwišnīh ī ohrmazd ka pad ān dahišn pad tan ī pasēn ahlāyīh druz wānēd ašawahišt anēr ka ān rasēd kē =šān pad frēftārīh frāz guft kū nē rasēd amargrawišnīh dēwān ud mardōmān ēdōn ēd ī tō sūd niyāyišn waxšēd ohrmazd dēn ī tō
s2444-s2447,2,low,0.0915,0.085,2,"dēwān, rasēd",5.4: ud agar ōh-iz ǰahišnīg wattarīh wattarān bēšēnd pas-iz [D7_111] amaragānīhā anāgīh ī [TD4_188] ō wattarān az dēwān ud ān ī ō wehān az dēwān az wattarān-iz rasēd u-š pad ham rāh ī rasišn ēwēnag bē gāh 2,caby_ch48_st1: yezī hād bun frāzgōwišnīh ī zardušt passoxgōwišnīh ī ohrmazd ka pad ān dahišn pad tan ī pasēn ahlāyīh druz wānēd ašawahišt anēr ka ān rasēd kē =šān pad frēftārīh frāz guft kū nē rasēd amargrawišnīh dēwān ud mardōmān ēdōn ēd ī tō sūd niyāyišn waxšēd ohrmazd dēn ī tō
s2332-s2335,2,low,0.079,0.0637,3,"bīm, druz, dām",6.2: pāsox ēd kū pad-iz pāsox ī ham pursišn nibišt kū dām āfurīhist bē [D7_113] rāstīh ud kāmišngarīh ī dādār ud purr-wehīhā winnārdan ī ān ī a-kanārag nēk-rawišnīh ī dāmān kē-š bīm ud bēš čiyōn ast Fraškerd ī a-brādarōd ud ān winnārišn bawēd az spurr-pādixšāyīh ī dādār ud a-pādixš...,caby_ch46_st6: frāzgōwišnīh zardušt passoxgōwišnīh ohrmazd kē ān ī mad ēstēd nē ō mard kē pad xwāyišn āyēd kū pad kār ud kirbag āyēd dahēd druz ī ān dām kū dāmīh ī druz kunēd ā =š āsamīhēd kū =š bīm wimāyīhēd u =š zanīhēd čē ān ī druwand kē ō druwandān pahlomīh ud ān ahlaw kē ō ahlawān franā...
s2655-s2658,5,low,0.0682,0.0492,3,"druz, dām, dāmān",6.2: pāsox ēd kū pad-iz pāsox ī ham pursišn nibišt kū dām āfurīhist bē [D7_113] rāstīh ud kāmišngarīh ī dādār ud purr-wehīhā winnārdan ī ān ī a-kanārag nēk-rawišnīh ī dāmān kē-š bīm ud bēš čiyōn ast Fraškerd ī a-brādarōd ud ān winnārišn bawēd az spurr-pādixšāyīh ī dādār ud a-pādixš...,caby_ch51_st10: frāzgōwišnīh xwānišn ī zardušt ēdōn ān mard kē man murnǰēnēd anīēwēnag =ēw az ān ohrmazd ā =m bē kunēd gētī ham u =m mēnōy be kunēd ān dām druz hunušag ī ān dušdānāg kē hēnd kū pad anāgīh pad dāmān ī ohrmazd kirdan hāwand hunušag ī gannāgmēnōy hēnd [man] xwānam ahlāyīh ī weh k...
s697,1,strong,0.2509,0.1122,2,"guft, nē",6.3: čiyōn-iš guft [K35_111v] pad dēn kū andar ān zamān spurr-pādixšāy bawam man kē Ohrmazd ham ud nē pad tis-iz pādixšāy bawēd Ganāy Mēnōy [T60_12v],caby_ch10_st11: zand nē guft [nām] [ī] [ān] [kōfīhā] [ud] [daštīhā] [kē] [=š] [hōm] [andar] [rust] [ēstād]
s2189-s2193,2,strong,0.2163,0.1456,6,"bawam, bawēd, dēn, man, mēnōy, ohrmazd",6.3: čiyōn-iš guft [K35_111v] pad dēn kū andar ān zamān spurr-pādixšāy bawam man kē Ohrmazd ham ud nē pad tis-iz pādixšāy bawēd Ganāy Mēnōy [T60_12v],"caby_ch44_st11: frašn ī yān andarggōwišnīh zardušt ān ī az tō pursēm ī rāst ō man gōwē ohrmazd kay ō awēšān ān bē rasēd bowandagmenišnīh , kū hāwištān ī man bowandagmenišnīh bawēd kē awēšān ohrmazd ēd ī tō dēn gōwēnd ō man tō az awēšān fradom frāzniwēyēnišnīh dahē kū =m az amahraspandān frado..."
s2211-s2214,3,strong,0.206,0.1557,5,"bawēd, dēn, man, ohrmazd, zamān",6.3: čiyōn-iš guft [K35_111v] pad dēn kū andar ān zamān spurr-pādixšāy bawam man kē Ohrmazd ham ud nē pad tis-iz pādixšāy bawēd Ganāy Mēnōy [T60_12v],caby_ch44_st15: frašn ī zardušt ān ī az tō pursēm ī rāst ō man gōwē ohrmazd ka pad ān ī ōy zamān az ahlāyīhabāgīh pad paydāgīh pāduxšā bawē kū =t andar ān zamān pāduxšāyīh bowandag bawēd ham X ān spāh ī ayāhōg rasēd kū ruwān abāz ō tan dahēnd awēšān wābarīgānīh kē tō ohrmazd pad nigēzišn nigē...
s2484-s2487,4,strong,0.2,0.1476,5,"bawam, bawēd, man, ohrmazd, zamān",6.3: čiyōn-iš guft [K35_111v] pad dēn kū andar ān zamān spurr-pādixšāy bawam man kē Ohrmazd ham ud nē pad tis-iz pādixšāy bawēd Ganāy Mēnōy [T60_12v],caby_ch48_st9: frašn ī yān ī zardušt kay ān dahišn āgāh bawam ka =tān pad čēgāmizēw pāduxšāyīh nēkīh be dād kū ān zamānag kay rasēd ohrmazd ašawahišt ka pad ān ī ōy zamān ān ī man hāwišt āškārag bawēd ān ī pad gumānīgīh rāst man pad ān rāstzīwišnīh ān ī pad wahman wišōbišn kū ka pad frārōnīh...
s2394-s2397,5,strong,0.194,0.1396,5,"bawēd, dēn, man, ohrmazd, zamān",6.3: čiyōn-iš guft [K35_111v] pad dēn kū andar ān zamān spurr-pādixšāy bawam man kē Ohrmazd ham ud nē pad tis-iz pādixšāy bawēd Ganāy Mēnōy [T60_12v],caby_ch46_st19: passoxgōwišnīh ī zardušt gōwišn zardušt kē ān ī man ahlāyīh āškārag az ān warzēd ī ō zardušt nimūd ēstēd kē =š kāmag frāztom kū =š abāyēd wēš kū kirdan ān pad mizd arzānīg bawēd andar harw dō axwān kē ō man niwēyēd kū =m tis =ēw dahēd ā =š abāg bawēd pad harwist zamān gāw ī az...
s1517-s1519,5,medium,0.0898,0.0753,4,"kas, ēdōn, ōy, šawēd",7.1: haftom pursišn ān pursēd kū ka mard-ēw widerān bawēd pas az widerān būdan ī ōy kerbag ī kas [D7_115] ōy rāy kunēd kē az gētīy bē šud estēd ud pad šab ī sidīgar andar bāmīy bē ō tarāzūg šawēd ēg-iš čiyōn awiš šawēd ud frayādēd ēdōn čiyōn ān mehīh pad [TD4_191] dast ī xwēš kerd...,caby_ch30_st10: ēdōn pad ān dahišn pad tan ī pasēn ōy druz gannāgmēnōy pad frōdbandišnīh ka =š tis bē ō nizārīh ēstād škīhēd spāh ēdōn tēz āyōzēnd ō mizd stad ān pad humānišnīh ī wahman ka pad frārōnīh mānist ēstē[n]d ō ohrmazd ud ašawahišt =iz āyōzēnd kē gīrēnd ān ī wehnāmīgīh kū ān kas šawē...
s2756-s2761,5,medium,0.0939,0.0511,4,"bawēd, dārēd, tan, xwēš",7.7: u-š hangōšīdag ōwōn čiyōn ka mard-ēw wastarg ēw-dast ī hu-čihr abāyišnīg xwēš pad tan dārēd anīy mard-ēw wastarg ēw-dast ī pad ham-ēwēnag xwēš pad ganǰ dārēd hu-čihrtar bāmīgtar ud abāyišnīgtar bawēd ∵,caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s2444-s2447,1,medium,0.115,0.0898,4,"nē, rasēd, waxšēd, ēdōn",9.2: pāsox ēd kū [TD4_194] az ān ī ka kerbag bē ō rawāgīh rasēd waxš andar ō abzāyišn estēd ud tā ka zīndag bē ka-š ān kerbag az-iš appārīhēd tā waxš ī waxš abāz nē estēd ēdōn waxšēd čiyōn frazend andar aškamb ī mādarān abzāyīd bawēd ∵,caby_ch48_st1: yezī hād bun frāzgōwišnīh ī zardušt passoxgōwišnīh ī ohrmazd ka pad ān dahišn pad tan ī pasēn ahlāyīh druz wānēd ašawahišt anēr ka ān rasēd kē =šān pad frēftārīh frāz guft kū nē rasēd amargrawišnīh dēwān ud mardōmān ēdōn ēd ī tō sūd niyāyišn waxšēd ohrmazd dēn ī tō
s1488-s1491,1,strong,0.1331,0.0886,8,"guft, gōwišn, kunišn, menišn, ohrmazd, wināh, xwad, ōy",13.3: ud abar wināh ī hamēmālān ī ō mihrāndruzān kunīhēd gētīyīh-iz abar tan ud nāf ud āwādag ī mihrdruzān madan guft estēd pad čandīh ud pad-iz wēšīh ud kū-gyāgīh ud kay-zamānīh [D7_123] āmārgar Mihr pad sidōš abar paymān ī kerbag wināh sāmān ī ahlawīh ud druwandīh [TD4_197] Srōš-a...,caby_ch30_st3: frāzgōwišnīh ohrmazd ēdōn ān harw dō mēnōy ohrmazd ud gannāg ā =šān fradom ān ī ǰomā xwad srūd kū =šān wināh ud kirbag xwad be guft menišn ud gōwišn ud kunišn ān harw dō kē weh ud kē =iz wattar ēk ān weh menīd ud guft ud kird ud ēk ān ī wattar az awēšān ōy ī hudānāg ohrmazd rā...
s1804-s1805,2,strong,0.121,0.0947,6,"abar, ohrmazd, pasēn, tan, āškārag, ōy",13.3: ud abar wināh ī hamēmālān ī ō mihrāndruzān kunīhēd gētīyīh-iz abar tan ud nāf ud āwādag ī mihrdruzān madan guft estēd pad čandīh ud pad-iz wēšīh ud kū-gyāgīh ud kay-zamānīh [D7_123] āmārgar Mihr pad sidōš abar paymān ī kerbag wināh sāmān ī ahlawīh ud druwandīh [TD4_197] Srōš-a...,caby_ch34_st6: agar ēdōn ān stī āškārag kū rōšnag kū tan ī pasēn ōh bawēd ohrmazd ud ašawahišt wahman ān ēdōn ō man daxšag dahēd kū =m daxšag X be gōwēd abēgumāntar bawān kū pad ān ī ōy axwān pad harwist mānān kū tan ī pasēn man =iz rāy šāyēd kird ēdōn ō ān ī ašmāh yazišn pad wābarīgāndahišn...
s342-s343,3,medium,0.1102,0.0358,2,"dādār, ohrmazd",13.3: ud abar wināh ī hamēmālān ī ō mihrāndruzān kunīhēd gētīyīh-iz abar tan ud nāf ud āwādag ī mihrdruzān madan guft estēd pad čandīh ud pad-iz wēšīh ud kū-gyāgīh ud kay-zamānīh [D7_123] āmārgar Mihr pad sidōš abar paymān ī kerbag wināh sāmān ī ahlawīh ud druwandīh [TD4_197] Srōš-a...,caby_ch6_st1: dādār ohrmazd yazam amahraspandān ī huxwadāyān ī hudahāgān yazam
s1100,4,medium,0.11,0.0355,3,"guft, ohrmazd, ōy",13.3: ud abar wināh ī hamēmālān ī ō mihrāndruzān kunīhēd gētīyīh-iz abar tan ud nāf ud āwādag ī mihrdruzān madan guft estēd pad čandīh ud pad-iz wēšīh ud kū-gyāgīh ud kay-zamānīh [D7_123] āmārgar Mihr pad sidōš abar paymān ī kerbag wināh sāmān ī ahlawīh ud druwandīh [TD4_197] Srōš-a...,caby_ch21_st3: u =š guft ohrmazd kū nēk ōy kē az ān ī ōy nēkīh kadārizēw nēkīh u =š pad kāmagpādixšāy[īh] dahēd ohrmazd pad abāyist ōy
s679-s681,5,medium,0.1092,0.0672,4,"abar, guft, gōwišn, menišn",13.3: ud abar wināh ī hamēmālān ī ō mihrāndruzān kunīhēd gētīyīh-iz abar tan ud nāf ud āwādag ī mihrdruzān madan guft estēd pad čandīh ud pad-iz wēšīh ud kū-gyāgīh ud kay-zamānīh [D7_123] āmārgar Mihr pad sidōš abar paymān ī kerbag wināh sāmān ī ahlawīh ud druwandīh [TD4_197] Srōš-a...,"caby_ch10_st5: ud wālēnē menišn gōwišn kū frārōntar be kunē pad harwisp x ēwan abar pad harwisp spīg abar pad harwisp tāg abar čiyōn guft dō bār guftan , bōy ō ātaxš dahišn"
s1517-s1519,3,medium,0.147,0.1381,4,"kas, mizd, stad, tan",14.4: kandan ī [K35_117r] gyān abar ahlawān [T60_18r] ud druwandān ēwtom bawēd harw kas mizd stad estēd ān mizd zīndagīh ī tā widerd hangām bē darrēnišn ī sag ud way nē abar harw kas ud harw tan bawēd ǰuttar kerdan šāyēd,caby_ch30_st10: ēdōn pad ān dahišn pad tan ī pasēn ōy druz gannāgmēnōy pad frōdbandišnīh ka =š tis bē ō nizārīh ēstād škīhēd spāh ēdōn tēz āyōzēnd ō mizd stad ān pad humānišnīh ī wahman ka pad frārōnīh mānist ēstē[n]d ō ohrmazd ud ašawahišt =iz āyōzēnd kē gīrēnd ān ī wehnāmīgīh kū ān kas šawē...
s2877-s2879,1,medium,0.1322,0.1097,3,"bīm, dēwān, mēnōyān",15.7: ud az ān ayādēnišn ī rist-āxēz ud rafišn ud mēnōy ī tan [K35_118v] abārīg weh mēnōyān urwāhmenīh ud ēmēd ud dēwān druzān bīm bēš rasēd ∵,caby_ch57_st25: kē nē pas xwaš xuft pēš tā mēnōyān dām dād ēbār tā mēnōyān dām dād kē spennāgmēnōy ud kē =z gannāg sālār ī ahlāyīh gēhān kē hamāg rōz ud šab āyōzēd pad kōxšišn abāg māzenīgān dēwān ud ān nē pad tars frāz ānāmēd kū stōw nē bawēd az bīm bē ī dēwān frāz az ān bē čiyōn ān stōw nē...
